Date,Date,Portfolio_Return,VaR_95,Cumulative_Return,Rolling_VaR_95,Running_Max,Drawdown
2023-01-04,2023-01-04,0.019821484561864056,-0.0240037359348618,1.019821484561864,,1.019821484561864,0.0
2023-01-05,2023-01-05,-0.0201840768798634,-0.0240037359348618,0.999237329313731,,1.019821484561864,-0.020184076879863344
2023-01-06,2023-01-06,0.03038795597754307,-0.0240037359348618,1.0296021092880343,,1.0296021092880343,0.0
2023-01-09,2023-01-09,0.02381043351314649,-0.0240037359348618,1.0541173818562324,,1.0541173818562324,0.0
2023-01-10,2023-01-10,0.013467278347631395,-0.0240037359348618,1.0683134740487668,,1.0683134740487668,0.0
2023-01-11,2023-01-11,0.006607140236228659,-0.0240037359348618,1.0753719709880596,,1.0753719709880596,0.0
2023-01-12,2023-01-12,0.015435186755494046,-0.0240037359348618,1.091970538191884,,1.091970538191884,0.0
2023-01-13,2023-01-13,0.024367113241026472,-0.0240037359348618,1.1185787079518705,,1.1185787079518705,0.0
2023-01-17,2023-01-17,0.01603208246508797,-0.0240037359348618,1.1365118540414465,,1.1365118540414465,0.0
2023-01-18,2023-01-18,-0.02420101384351725,-0.0240037359348618,1.109007114928468,,1.1365118540414465,-0.02420101384351736
2023-01-19,2023-01-19,-0.024272798714593535,-0.0240037359348618,1.082088408454757,,1.1365118540414465,-0.04788638622039809
2023-01-20,2023-01-20,0.03325555451967144,-0.0240037359348618,1.118073858517229,,1.1365118540414465,-0.016223320028428967
2023-01-23,2023-01-23,0.046056873495954886,-0.0240037359348618,1.169568844778091,,1.169568844778091,0.0
2023-01-24,2023-01-24,0.0061737202099598765,-0.0240037359348618,1.176789435592037,,1.176789435592037,0.0
2023-01-25,2023-01-25,0.00392497414124604,-0.0240037359348618,1.1814083036964271,,1.1814083036964271,0.0
2023-01-26,2023-01-26,0.015485418628549796,-0.0240037359348618,1.1997029058504112,,1.1997029058504112,0.0
2023-01-27,2023-01-27,0.01543022735077959,-0.0240037359348618,1.2182145944410738,,1.2182145944410738,0.0
2023-01-30,2023-01-30,-0.03377626195955802,-0.0240037359348618,1.1770678591762753,,1.2182145944410738,-0.033776261959558074
2023-01-31,2023-01-31,0.01276781969487073,-0.0240037359348618,1.1920964493708657,,1.2182145944410738,-0.021439691487353585
2023-02-01,2023-02-01,0.034661163447815724,-0.0240037359348618,1.2334158992480702,,1.2334158992480702,0.0
2023-02-02,2023-02-02,0.015959479408081012,-0.0240037359348618,1.2531005748937196,,1.2531005748937196,0.0
2023-02-03,2023-02-03,-0.0062892926384578995,-0.0240037359348618,1.2452194586727932,,1.2531005748937196,-0.0062892926384578995
2023-02-06,2023-02-06,0.0026807361935086704,-0.0240037359348618,1.2485575635445185,,1.2531005748937196,-0.0036254163793567606
2023-02-07,2023-02-07,0.0317955617542911,-0.0240037359348618,1.2882561526599854,,1.2882561526599854,0.0
2023-02-08,2023-02-08,-0.0027938827401681743,-0.0240037359348618,1.2846569160301533,,1.2882561526599854,-0.0027938827401681188
